second,Volt
-2.06E-04,-1.01E+00
-2.04E-04,-1.01E+00
-2.01E-04,-1.01E+00
-1.99E-04,-9.65E-01
-1.96E-04,-9.65E-01
-1.93E-04,-9.65E-01
-1.91E-04,-9.65E-01
-1.88E-04,-9.65E-01
-1.86E-04,-9.65E-01
-1.83E-04,-9.65E-01
-1.81E-04,-9.25E-01
-1.78E-04,-9.65E-01
-1.76E-04,-9.25E-01
-1.73E-04,-9.25E-01
-1.70E-04,-9.25E-01
-1.68E-04,-9.25E-01
-1.65E-04,-9.25E-01
-1.63E-04,-8.84E-01
-1.60E-04,-8.84E-01
-1.58E-04,-8.84E-01
-1.55E-04,-8.84E-01
-1.52E-04,-8.44E-01
-1.50E-04,-8.44E-01
-1.47E-04,-8.44E-01
-1.45E-04,-8.04E-01
-1.42E-04,-8.44E-01
-1.40E-04,-8.04E-01
-1.37E-04,-8.04E-01
-1.35E-04,-8.04E-01
-1.32E-04,-7.64E-01
-1.29E-04,-7.64E-01
-1.27E-04,-7.64E-01
-1.24E-04,-7.64E-01
-1.22E-04,-7.24E-01
-1.19E-04,-7.24E-01
-1.17E-04,-7.24E-01
-1.14E-04,-6.83E-01
-1.12E-04,-6.83E-01
-1.09E-04,-6.83E-01
-1.06E-04,-6.83E-01
-1.04E-04,-6.43E-01
-1.01E-04,-6.43E-01
-9.87E-05,-6.03E-01
-9.62E-05,-6.03E-01
-9.36E-05,-6.03E-01
-9.10E-05,-5.63E-01
-8.85E-05,-5.63E-01
-8.59E-05,-5.63E-01
-8.34E-05,-5.63E-01
-8.08E-05,-5.23E-01
-7.82E-05,-5.23E-01
-7.57E-05,-5.23E-01
-7.31E-05,-4.82E-01
-7.06E-05,-4.82E-01
-6.80E-05,-4.42E-01
-6.54E-05,-4.42E-01
-6.29E-05,-4.42E-01
-6.03E-05,-4.02E-01
-5.78E-05,-4.02E-01
-5.52E-05,-3.62E-01
-5.26E-05,-3.62E-01
-5.01E-05,-3.22E-01
-4.75E-05,-3.22E-01
-4.50E-05,-3.22E-01
-4.24E-05,-3.22E-01
-3.98E-05,-2.81E-01
-3.73E-05,-2.81E-01
-3.47E-05,-2.41E-01
-3.22E-05,-2.41E-01
-2.96E-05,-2.41E-01
-2.70E-05,-2.01E-01
-2.45E-05,-2.01E-01
-2.19E-05,-1.61E-01
-1.94E-05,-1.61E-01
-1.68E-05,-1.61E-01
-1.42E-05,-1.21E-01
-1.17E-05,-1.21E-01
-9.12E-06,-8.04E-02
-6.56E-06,-8.04E-02
-4.00E-06,-8.04E-02
-1.44E-06,-4.02E-02
1.12E-06,-4.02E-02
3.68E-06,-4.02E-02
6.24E-06,0.00E+00
8.80E-06,0.00E+00
1.14E-05,4.02E-02
1.39E-05,4.02E-02
1.65E-05,4.02E-02
1.90E-05,8.04E-02
2.16E-05,1.21E-01
2.42E-05,8.04E-02
2.67E-05,1.21E-01
2.93E-05,1.21E-01
3.18E-05,1.21E-01
3.44E-05,1.61E-01
3.70E-05,2.01E-01
3.95E-05,2.01E-01
4.21E-05,2.01E-01
4.46E-05,2.41E-01
4.72E-05,2.41E-01
4.98E-05,2.81E-01
5.23E-05,2.81E-01
5.49E-05,2.81E-01
5.74E-05,3.22E-01
6.00E-05,3.22E-01
6.26E-05,3.22E-01
6.51E-05,3.62E-01
6.77E-05,3.62E-01
7.02E-05,3.62E-01
7.28E-05,3.62E-01
7.54E-05,4.02E-01
7.79E-05,4.42E-01
8.05E-05,4.42E-01
8.30E-05,4.82E-01
8.56E-05,4.82E-01
8.82E-05,4.82E-01
9.07E-05,5.23E-01
9.33E-05,5.23E-01
9.58E-05,5.23E-01
9.84E-05,5.63E-01
1.01E-04,5.63E-01
1.04E-04,5.63E-01
1.06E-04,5.63E-01
1.09E-04,5.63E-01
1.11E-04,6.03E-01
1.14E-04,6.03E-01
1.16E-04,6.43E-01
1.19E-04,6.43E-01
1.21E-04,6.83E-01
1.24E-04,6.43E-01
1.27E-04,6.83E-01
1.29E-04,6.83E-01
1.32E-04,6.83E-01
1.34E-04,7.24E-01
1.37E-04,7.24E-01
1.39E-04,7.24E-01
1.42E-04,7.24E-01
1.44E-04,7.64E-01
1.47E-04,7.64E-01
1.50E-04,7.64E-01
1.52E-04,7.64E-01
1.55E-04,8.04E-01
1.57E-04,8.04E-01
1.60E-04,8.04E-01
1.62E-04,8.04E-01
1.65E-04,8.04E-01
1.68E-04,8.44E-01
1.70E-04,8.44E-01
1.73E-04,8.44E-01
1.75E-04,8.44E-01
1.78E-04,8.84E-01
1.80E-04,8.84E-01
1.83E-04,8.84E-01
1.85E-04,8.84E-01
1.88E-04,8.84E-01
1.91E-04,8.84E-01
1.93E-04,8.84E-01
1.96E-04,9.25E-01
1.98E-04,9.25E-01
2.01E-04,9.25E-01
2.03E-04,9.25E-01
2.06E-04,9.25E-01
2.08E-04,9.25E-01
2.11E-04,9.25E-01
2.14E-04,9.25E-01
2.16E-04,9.25E-01
2.19E-04,9.25E-01
2.21E-04,9.65E-01
2.24E-04,9.65E-01
2.26E-04,9.65E-01
2.29E-04,9.25E-01
2.32E-04,9.65E-01
2.34E-04,9.65E-01
2.37E-04,9.65E-01
2.39E-04,9.65E-01
2.42E-04,9.65E-01
2.44E-04,9.65E-01
2.47E-04,9.65E-01
2.49E-04,9.65E-01
2.52E-04,9.65E-01
2.55E-04,9.65E-01
2.57E-04,9.65E-01
2.60E-04,9.65E-01
2.62E-04,9.65E-01
2.65E-04,9.65E-01
2.67E-04,9.65E-01
2.70E-04,9.65E-01
2.72E-04,9.65E-01
2.75E-04,9.25E-01
2.78E-04,9.65E-01
2.80E-04,9.25E-01
2.83E-04,9.25E-01
2.85E-04,9.25E-01
2.88E-04,9.25E-01
2.90E-04,9.25E-01
2.93E-04,9.25E-01
2.96E-04,9.25E-01
2.98E-04,9.25E-01
3.01E-04,9.25E-01
3.03E-04,9.25E-01
3.06E-04,8.84E-01
3.08E-04,8.84E-01
3.11E-04,8.84E-01
3.13E-04,8.84E-01
3.16E-04,8.84E-01
3.19E-04,8.44E-01
3.21E-04,8.44E-01
3.24E-04,8.44E-01
3.26E-04,8.44E-01
3.29E-04,8.44E-01
3.31E-04,8.04E-01
3.34E-04,8.04E-01
3.36E-04,8.44E-01
3.39E-04,8.04E-01
3.42E-04,8.04E-01
3.44E-04,8.04E-01
3.47E-04,7.64E-01
3.49E-04,7.64E-01
3.52E-04,7.64E-01
3.54E-04,7.64E-01
3.57E-04,7.24E-01
3.60E-04,7.24E-01
3.62E-04,7.24E-01
3.65E-04,7.24E-01
3.67E-04,6.83E-01
3.70E-04,6.83E-01
3.72E-04,6.83E-01
3.75E-04,6.83E-01
3.77E-04,6.43E-01
3.80E-04,6.43E-01
3.83E-04,6.03E-01
3.85E-04,6.03E-01
3.88E-04,6.03E-01
3.90E-04,5.63E-01
3.93E-04,5.63E-01
3.95E-04,5.63E-01
3.98E-04,5.63E-01
4.00E-04,5.63E-01
4.03E-04,5.23E-01
4.06E-04,5.23E-01
4.08E-04,5.23E-01
4.11E-04,4.82E-01
4.13E-04,4.82E-01
4.16E-04,4.82E-01
4.18E-04,4.42E-01
4.21E-04,4.42E-01
4.24E-04,4.02E-01
4.26E-04,4.02E-01
4.29E-04,3.62E-01
4.31E-04,3.62E-01
4.34E-04,3.62E-01
4.36E-04,3.62E-01
4.39E-04,3.22E-01
4.41E-04,3.22E-01
4.44E-04,2.81E-01
4.47E-04,2.81E-01
4.49E-04,2.81E-01
4.52E-04,2.41E-01
4.54E-04,2.01E-01
4.57E-04,2.41E-01
4.59E-04,2.01E-01
4.62E-04,2.01E-01
4.64E-04,1.61E-01
4.67E-04,2.01E-01
4.70E-04,1.21E-01
4.72E-04,1.21E-01
4.75E-04,1.21E-01
4.77E-04,1.21E-01
4.80E-04,8.04E-02
4.82E-04,8.04E-02
4.85E-04,4.02E-02
4.88E-04,4.02E-02
4.90E-04,0.00E+00
4.93E-04,0.00E+00
4.95E-04,0.00E+00
4.98E-04,-4.02E-02
5.00E-04,-4.02E-02
5.03E-04,-4.02E-02
5.05E-04,-8.04E-02
5.08E-04,-8.04E-02
5.11E-04,-1.21E-01
5.13E-04,-1.61E-01
5.16E-04,-1.21E-01
5.18E-04,-1.61E-01
5.21E-04,-1.61E-01
5.23E-04,-2.01E-01
5.26E-04,-2.01E-01
5.28E-04,-2.41E-01
5.31E-04,-2.41E-01
5.34E-04,-2.41E-01
5.36E-04,-2.81E-01
5.39E-04,-2.81E-01
5.41E-04,-2.81E-01
5.44E-04,-3.22E-01
5.46E-04,-3.22E-01
5.49E-04,-3.22E-01
5.52E-04,-3.62E-01
5.54E-04,-3.62E-01
5.57E-04,-4.02E-01
5.59E-04,-4.02E-01
5.62E-04,-4.42E-01
5.64E-04,-4.42E-01
5.67E-04,-4.42E-01
5.69E-04,-4.82E-01
5.72E-04,-4.82E-01
5.75E-04,-4.82E-01
5.77E-04,-5.23E-01
5.80E-04,-5.23E-01
5.82E-04,-5.23E-01
5.85E-04,-5.63E-01
5.87E-04,-5.63E-01
5.90E-04,-5.63E-01
5.92E-04,-6.03E-01
5.95E-04,-6.03E-01
5.98E-04,-6.43E-01
6.00E-04,-6.43E-01
6.03E-04,-6.43E-01
6.05E-04,-6.43E-01
6.08E-04,-6.83E-01
6.10E-04,-6.83E-01
6.13E-04,-6.83E-01
6.16E-04,-7.24E-01
6.18E-04,-7.24E-01
6.21E-04,-7.64E-01
6.23E-04,-7.24E-01
6.26E-04,-7.64E-01
6.28E-04,-7.64E-01
6.31E-04,-7.64E-01
6.33E-04,-8.04E-01
6.36E-04,-8.04E-01
6.39E-04,-8.04E-01
6.41E-04,-8.04E-01
6.44E-04,-8.44E-01
6.46E-04,-8.44E-01
6.49E-04,-8.44E-01
6.51E-04,-8.84E-01
6.54E-04,-8.44E-01
6.56E-04,-8.84E-01
6.59E-04,-8.84E-01
6.62E-04,-8.84E-01
6.64E-04,-9.25E-01
6.67E-04,-9.25E-01
6.69E-04,-9.25E-01
6.72E-04,-9.25E-01
6.74E-04,-9.25E-01
6.77E-04,-9.65E-01
6.80E-04,-9.65E-01
6.82E-04,-9.65E-01
6.85E-04,-9.65E-01
6.87E-04,-9.65E-01
6.90E-04,-9.65E-01
6.92E-04,-9.65E-01
6.95E-04,-9.65E-01
6.97E-04,-1.01E+00
7.00E-04,-1.01E+00
7.03E-04,-1.01E+00
7.05E-04,-1.01E+00
7.08E-04,-1.01E+00
7.10E-04,-1.01E+00
7.13E-04,-1.01E+00
7.15E-04,-1.01E+00
7.18E-04,-1.01E+00
7.20E-04,-1.05E+00
7.23E-04,-1.01E+00
7.26E-04,-1.05E+00
7.28E-04,-1.05E+00
7.31E-04,-1.05E+00
7.33E-04,-1.05E+00
7.36E-04,-1.05E+00
7.38E-04,-1.05E+00
7.41E-04,-1.05E+00
7.44E-04,-1.05E+00
7.46E-04,-1.05E+00
7.49E-04,-1.05E+00
7.51E-04,-1.05E+00
7.54E-04,-1.05E+00
7.56E-04,-1.05E+00
7.59E-04,-1.05E+00
7.61E-04,-1.05E+00
7.64E-04,-1.05E+00
7.67E-04,-1.05E+00
7.69E-04,-1.05E+00
7.72E-04,-1.05E+00
7.74E-04,-1.05E+00
7.77E-04,-1.01E+00
7.79E-04,-1.05E+00
7.82E-04,-1.01E+00
7.84E-04,-1.01E+00
7.87E-04,-1.05E+00
7.90E-04,-1.01E+00
7.92E-04,-1.01E+00
7.95E-04,-1.01E+00
7.97E-04,-1.01E+00
8.00E-04,-9.65E-01
8.02E-04,-1.01E+00
8.05E-04,-1.01E+00
8.08E-04,-9.65E-01
8.10E-04,-9.65E-01
8.13E-04,-9.65E-01
8.15E-04,-9.65E-01
8.18E-04,-9.65E-01
8.20E-04,-9.65E-01
8.23E-04,-9.25E-01
8.25E-04,-9.25E-01
8.28E-04,-9.25E-01
8.31E-04,-9.25E-01
8.33E-04,-9.25E-01
8.36E-04,-8.84E-01
8.38E-04,-8.84E-01
8.41E-04,-8.84E-01
8.43E-04,-8.44E-01
8.46E-04,-8.84E-01
8.48E-04,-8.44E-01
8.51E-04,-8.44E-01
8.54E-04,-8.44E-01
8.56E-04,-8.04E-01
8.59E-04,-8.04E-01
8.61E-04,-8.04E-01
8.64E-04,-8.04E-01
8.66E-04,-8.04E-01
8.69E-04,-7.64E-01
8.72E-04,-7.64E-01
8.74E-04,-7.64E-01
8.77E-04,-7.64E-01
8.79E-04,-7.24E-01
8.82E-04,-7.24E-01
8.84E-04,-6.83E-01
8.87E-04,-6.83E-01
8.89E-04,-6.83E-01
8.92E-04,-6.83E-01
8.95E-04,-6.43E-01
8.97E-04,-6.43E-01
9.00E-04,-6.43E-01
9.02E-04,-6.03E-01
9.05E-04,-6.03E-01
9.07E-04,-6.03E-01
9.10E-04,-6.03E-01
9.12E-04,-5.63E-01
9.15E-04,-5.63E-01
9.18E-04,-5.23E-01
9.20E-04,-5.23E-01
9.23E-04,-5.23E-01
9.25E-04,-4.82E-01
9.28E-04,-4.82E-01
9.30E-04,-4.82E-01
9.33E-04,-4.42E-01
9.36E-04,-4.42E-01
9.38E-04,-4.02E-01
9.41E-04,-4.02E-01
9.43E-04,-4.02E-01
9.46E-04,-4.02E-01
9.48E-04,-3.62E-01
9.51E-04,-3.62E-01
9.53E-04,-3.22E-01
9.56E-04,-2.81E-01
9.59E-04,-2.81E-01
9.61E-04,-2.81E-01
9.64E-04,-2.41E-01
9.66E-04,-2.41E-01
9.69E-04,-2.41E-01
9.71E-04,-2.01E-01
9.74E-04,-2.01E-01
9.76E-04,-2.01E-01
9.79E-04,-1.61E-01
9.82E-04,-1.61E-01
9.84E-04,-1.61E-01
9.87E-04,-1.21E-01
9.89E-04,-1.21E-01
9.92E-04,-8.04E-02
9.94E-04,-8.04E-02
9.97E-04,-4.02E-02
1.00E-03,-4.02E-02
1.00E-03,-4.02E-02
1.00E-03,0.00E+00
1.01E-03,0.00E+00
1.01E-03,0.00E+00
1.01E-03,4.02E-02
1.01E-03,4.02E-02
1.02E-03,8.04E-02
1.02E-03,8.04E-02
1.02E-03,1.21E-01
1.03E-03,1.21E-01
1.03E-03,1.21E-01
1.03E-03,1.21E-01
1.03E-03,1.61E-01
1.04E-03,1.61E-01
1.04E-03,2.01E-01
1.04E-03,2.01E-01
1.04E-03,2.41E-01
1.05E-03,2.41E-01
1.05E-03,2.41E-01
1.05E-03,2.81E-01
1.05E-03,3.22E-01
1.06E-03,2.81E-01
1.06E-03,3.22E-01
1.06E-03,3.22E-01
1.06E-03,3.62E-01
1.07E-03,3.62E-01
1.07E-03,3.62E-01
1.07E-03,4.02E-01
1.07E-03,4.02E-01
1.08E-03,4.42E-01
1.08E-03,4.42E-01
1.08E-03,4.42E-01
1.08E-03,4.42E-01
1.09E-03,4.82E-01
1.09E-03,4.82E-01
1.09E-03,4.82E-01
1.09E-03,5.23E-01
1.10E-03,5.23E-01
1.10E-03,5.23E-01
1.10E-03,5.63E-01
1.10E-03,6.03E-01
1.11E-03,5.63E-01
1.11E-03,6.03E-01
1.11E-03,6.03E-01
1.11E-03,6.03E-01
1.12E-03,6.43E-01
1.12E-03,6.43E-01
1.12E-03,6.43E-01
1.12E-03,6.43E-01
1.13E-03,6.83E-01
1.13E-03,6.83E-01
1.13E-03,7.24E-01
1.14E-03,7.24E-01
1.14E-03,7.24E-01
1.14E-03,7.24E-01
1.14E-03,7.24E-01
1.15E-03,7.64E-01
1.15E-03,7.64E-01
1.15E-03,7.64E-01
1.15E-03,8.04E-01
1.16E-03,8.04E-01
1.16E-03,8.04E-01
1.16E-03,8.04E-01
1.16E-03,8.04E-01
1.17E-03,8.04E-01
1.17E-03,8.44E-01
1.17E-03,8.44E-01
1.17E-03,8.44E-01
1.18E-03,8.84E-01
1.18E-03,8.44E-01
1.18E-03,8.84E-01
1.18E-03,8.84E-01
1.19E-03,8.84E-01
1.19E-03,8.84E-01
1.19E-03,8.84E-01
1.19E-03,8.84E-01
1.20E-03,9.25E-01
1.20E-03,9.25E-01
1.20E-03,9.25E-01
1.20E-03,9.25E-01
1.21E-03,9.25E-01
1.21E-03,9.25E-01
1.21E-03,9.65E-01
1.21E-03,9.25E-01
1.22E-03,9.25E-01
1.22E-03,9.65E-01
1.22E-03,9.65E-01
1.22E-03,9.65E-01
1.23E-03,9.65E-01
1.23E-03,9.65E-01
1.23E-03,9.65E-01
1.24E-03,9.65E-01
1.24E-03,9.65E-01
1.24E-03,9.65E-01
1.24E-03,9.65E-01
1.25E-03,9.65E-01
1.25E-03,9.65E-01
1.25E-03,9.65E-01
1.25E-03,9.65E-01
1.26E-03,9.65E-01
1.26E-03,9.65E-01
1.26E-03,9.65E-01
1.26E-03,9.65E-01
1.27E-03,9.65E-01
1.27E-03,9.65E-01
1.27E-03,9.25E-01
1.27E-03,9.65E-01
1.28E-03,9.25E-01
1.28E-03,9.65E-01
1.28E-03,9.25E-01
1.28E-03,9.25E-01
1.29E-03,9.25E-01
1.29E-03,9.25E-01
1.29E-03,9.25E-01
1.29E-03,9.25E-01
1.30E-03,9.25E-01
1.30E-03,8.84E-01
1.30E-03,9.25E-01
1.30E-03,8.84E-01
1.31E-03,8.84E-01
1.31E-03,8.84E-01
1.31E-03,8.84E-01
1.31E-03,8.84E-01
1.32E-03,8.84E-01
1.32E-03,8.84E-01
1.32E-03,8.44E-01
1.32E-03,8.84E-01
1.33E-03,8.44E-01
1.33E-03,8.44E-01
1.33E-03,8.44E-01
1.33E-03,8.44E-01
1.34E-03,8.04E-01
1.34E-03,8.04E-01
1.34E-03,8.04E-01
1.35E-03,7.64E-01
1.35E-03,7.64E-01
1.35E-03,7.24E-01
1.35E-03,7.64E-01
1.36E-03,7.24E-01
1.36E-03,7.24E-01
1.36E-03,7.24E-01
1.36E-03,7.24E-01
1.37E-03,7.24E-01
1.37E-03,6.83E-01
1.37E-03,6.83E-01
1.37E-03,6.83E-01
1.38E-03,6.83E-01
1.38E-03,6.83E-01
1.38E-03,6.43E-01
1.38E-03,6.43E-01
1.39E-03,6.03E-01
1.39E-03,6.03E-01
1.39E-03,6.03E-01
1.39E-03,5.63E-01
1.40E-03,5.63E-01
1.40E-03,5.63E-01
1.40E-03,5.23E-01
1.40E-03,5.23E-01
1.41E-03,5.23E-01
1.41E-03,4.82E-01
1.41E-03,4.82E-01
1.41E-03,4.82E-01
1.42E-03,4.42E-01
1.42E-03,4.02E-01
1.42E-03,4.02E-01
1.42E-03,4.02E-01
1.43E-03,4.02E-01
1.43E-03,3.62E-01
1.43E-03,3.62E-01
1.43E-03,3.62E-01
1.44E-03,3.22E-01
1.44E-03,3.22E-01
1.44E-03,3.22E-01
1.44E-03,2.81E-01
1.45E-03,2.81E-01
1.45E-03,2.81E-01
1.45E-03,2.41E-01
1.46E-03,2.01E-01
1.46E-03,2.01E-01
1.46E-03,2.01E-01
1.46E-03,1.61E-01
1.47E-03,1.61E-01
1.47E-03,1.61E-01
1.47E-03,1.21E-01
1.47E-03,1.21E-01
1.48E-03,1.21E-01
1.48E-03,8.04E-02
1.48E-03,8.04E-02
1.48E-03,4.02E-02
1.49E-03,4.02E-02
1.49E-03,4.02E-02
1.49E-03,0.00E+00
1.49E-03,0.00E+00
1.50E-03,-4.02E-02
1.50E-03,-4.02E-02
1.50E-03,-4.02E-02
1.50E-03,-8.04E-02
1.51E-03,-8.04E-02
1.51E-03,-8.04E-02
1.51E-03,-1.21E-01
1.51E-03,-1.21E-01
1.52E-03,-1.61E-01
1.52E-03,-1.61E-01
1.52E-03,-2.01E-01
1.52E-03,-2.01E-01
1.53E-03,-2.01E-01
1.53E-03,-2.41E-01
1.53E-03,-2.41E-01
1.53E-03,-2.41E-01
1.54E-03,-2.81E-01
1.54E-03,-3.22E-01
1.54E-03,-2.81E-01
1.54E-03,-3.22E-01
1.55E-03,-3.62E-01
1.55E-03,-3.62E-01
1.55E-03,-3.62E-01
1.56E-03,-3.62E-01
1.56E-03,-3.62E-01
1.56E-03,-4.02E-01
1.56E-03,-4.42E-01
1.57E-03,-4.42E-01
1.57E-03,-4.42E-01
1.57E-03,-4.82E-01
1.57E-03,-4.82E-01
1.58E-03,-5.23E-01
1.58E-03,-5.23E-01
1.58E-03,-5.23E-01
1.58E-03,-5.23E-01
1.59E-03,-5.63E-01
1.59E-03,-5.63E-01
1.59E-03,-6.03E-01
1.59E-03,-6.03E-01
1.60E-03,-6.03E-01
1.60E-03,-6.43E-01
1.60E-03,-6.43E-01
1.60E-03,-6.43E-01
1.61E-03,-6.43E-01
1.61E-03,-6.83E-01
1.61E-03,-6.83E-01
1.61E-03,-6.83E-01
1.62E-03,-7.24E-01
1.62E-03,-7.24E-01
1.62E-03,-7.24E-01
1.62E-03,-7.64E-01
1.63E-03,-7.64E-01
1.63E-03,-7.64E-01
1.63E-03,-7.64E-01
1.63E-03,-7.64E-01
1.64E-03,-8.04E-01
1.64E-03,-8.04E-01
1.64E-03,-8.04E-01
1.64E-03,-8.04E-01
1.65E-03,-8.04E-01
1.65E-03,-8.44E-01
1.65E-03,-8.44E-01
1.65E-03,-8.84E-01
1.66E-03,-8.84E-01
1.66E-03,-8.84E-01
1.66E-03,-9.25E-01
1.67E-03,-8.84E-01
1.67E-03,-9.25E-01
1.67E-03,-9.25E-01
1.67E-03,-9.25E-01
1.68E-03,-9.25E-01
1.68E-03,-9.65E-01
1.68E-03,-9.25E-01
1.68E-03,-9.65E-01
1.69E-03,-9.65E-01
1.69E-03,-9.65E-01
1.69E-03,-9.65E-01
1.69E-03,-9.65E-01
1.70E-03,-1.01E+00
1.70E-03,-1.01E+00
1.70E-03,-1.01E+00
1.70E-03,-1.01E+00
1.71E-03,-1.01E+00
1.71E-03,-1.01E+00
1.71E-03,-1.01E+00
1.71E-03,-1.01E+00
1.72E-03,-1.01E+00
1.72E-03,-1.05E+00
1.72E-03,-1.05E+00
1.72E-03,-1.05E+00
1.73E-03,-1.05E+00
1.73E-03,-1.05E+00
1.73E-03,-1.01E+00
1.73E-03,-1.05E+00
1.74E-03,-1.05E+00
1.74E-03,-1.05E+00
1.74E-03,-1.05E+00
1.74E-03,-1.05E+00
1.75E-03,-1.05E+00
1.75E-03,-1.05E+00
1.75E-03,-1.05E+00
1.75E-03,-1.05E+00
1.76E-03,-1.05E+00
1.76E-03,-1.05E+00
1.76E-03,-1.05E+00
1.76E-03,-1.05E+00
1.77E-03,-1.05E+00
1.77E-03,-1.05E+00
1.77E-03,-1.05E+00
1.78E-03,-1.05E+00
1.78E-03,-1.01E+00
1.78E-03,-1.01E+00
1.78E-03,-1.05E+00
1.79E-03,-1.01E+00
1.79E-03,-1.01E+00
1.79E-03,-1.01E+00
1.79E-03,-1.01E+00
1.80E-03,-1.01E+00
1.80E-03,-1.01E+00
1.80E-03,-1.01E+00
1.80E-03,-1.01E+00
1.81E-03,-1.01E+00
1.81E-03,-9.65E-01
1.81E-03,-9.65E-01
1.81E-03,-9.65E-01
1.82E-03,-9.65E-01
1.82E-03,-9.65E-01
1.82E-03,-9.65E-01
1.82E-03,-9.25E-01
1.83E-03,-9.25E-01
1.83E-03,-9.25E-01
1.83E-03,-9.25E-01
1.83E-03,-8.84E-01
1.84E-03,-8.84E-01
1.84E-03,-8.84E-01
1.84E-03,-8.84E-01
1.84E-03,-8.84E-01
1.85E-03,-8.44E-01
1.85E-03,-8.44E-01
1.85E-03,-8.44E-01
1.85E-03,-8.04E-01
1.86E-03,-8.04E-01
1.86E-03,-8.04E-01
1.86E-03,-8.04E-01
1.86E-03,-8.04E-01
1.87E-03,-7.64E-01
1.87E-03,-7.64E-01
1.87E-03,-7.64E-01
1.88E-03,-7.64E-01
1.88E-03,-7.24E-01
1.88E-03,-7.24E-01
1.88E-03,-6.83E-01
1.89E-03,-6.83E-01
1.89E-03,-6.83E-01
1.89E-03,-6.83E-01
1.89E-03,-6.83E-01
1.90E-03,-6.43E-01
1.90E-03,-6.43E-01
1.90E-03,-6.03E-01
1.90E-03,-6.03E-01
1.91E-03,-6.03E-01
1.91E-03,-5.63E-01
1.91E-03,-5.63E-01
1.91E-03,-5.63E-01
1.92E-03,-5.23E-01
1.92E-03,-5.23E-01
1.92E-03,-5.23E-01
1.92E-03,-4.82E-01
1.93E-03,-4.82E-01
1.93E-03,-4.82E-01
1.93E-03,-4.82E-01
1.93E-03,-4.42E-01
1.94E-03,-4.42E-01
1.94E-03,-4.42E-01
1.94E-03,-4.02E-01
1.94E-03,-4.02E-01
1.95E-03,-3.62E-01
1.95E-03,-3.22E-01
1.95E-03,-3.22E-01
1.95E-03,-3.22E-01
1.96E-03,-3.22E-01
1.96E-03,-2.81E-01
1.96E-03,-2.81E-01
1.96E-03,-2.81E-01
1.97E-03,-2.41E-01
1.97E-03,-2.41E-01
1.97E-03,-2.01E-01
1.97E-03,-2.01E-01
1.98E-03,-1.61E-01
1.98E-03,-1.61E-01
1.98E-03,-1.21E-01
1.99E-03,-1.21E-01
1.99E-03,-1.21E-01
1.99E-03,-1.21E-01
1.99E-03,-8.04E-02
2.00E-03,-8.04E-02
2.00E-03,-4.02E-02
2.00E-03,-4.02E-02
2.00E-03,-4.02E-02
2.01E-03,0.00E+00
2.01E-03,0.00E+00
2.01E-03,4.02E-02
2.01E-03,4.02E-02
2.02E-03,4.02E-02
2.02E-03,8.04E-02
2.02E-03,8.04E-02
2.02E-03,1.21E-01
2.03E-03,1.21E-01
2.03E-03,1.21E-01
2.03E-03,1.61E-01
2.03E-03,1.61E-01
2.04E-03,2.01E-01
2.04E-03,2.01E-01
2.04E-03,2.01E-01
2.04E-03,2.41E-01
2.05E-03,2.41E-01
2.05E-03,2.41E-01
2.05E-03,2.81E-01
2.05E-03,2.81E-01
2.06E-03,2.81E-01
2.06E-03,3.22E-01
2.06E-03,3.62E-01
2.06E-03,3.62E-01
2.07E-03,3.62E-01
2.07E-03,4.02E-01
2.07E-03,4.02E-01
2.07E-03,4.02E-01
2.08E-03,4.02E-01
2.08E-03,4.02E-01
2.08E-03,4.42E-01
2.08E-03,4.82E-01
2.09E-03,4.82E-01
2.09E-03,4.82E-01
2.09E-03,4.82E-01
2.10E-03,5.23E-01
2.10E-03,5.23E-01
2.10E-03,5.63E-01
2.10E-03,5.63E-01
2.11E-03,5.63E-01
2.11E-03,6.03E-01
2.11E-03,6.03E-01
2.11E-03,6.03E-01
2.12E-03,6.03E-01
2.12E-03,6.43E-01
2.12E-03,6.43E-01
2.12E-03,6.43E-01
2.13E-03,6.83E-01
2.13E-03,6.83E-01
2.13E-03,7.24E-01
2.13E-03,6.83E-01
2.14E-03,7.24E-01
2.14E-03,7.24E-01
2.14E-03,7.24E-01
2.14E-03,7.24E-01
2.15E-03,7.64E-01
2.15E-03,7.64E-01
2.15E-03,7.64E-01
2.15E-03,8.04E-01
2.16E-03,7.64E-01
2.16E-03,8.04E-01
2.16E-03,8.44E-01
2.16E-03,8.04E-01
2.17E-03,8.44E-01
2.17E-03,8.44E-01
2.17E-03,8.44E-01
2.17E-03,8.44E-01
2.18E-03,8.84E-01
2.18E-03,8.84E-01
2.18E-03,8.84E-01
2.18E-03,8.84E-01
2.19E-03,8.84E-01
2.19E-03,8.84E-01
2.19E-03,8.84E-01
2.20E-03,8.84E-01
2.20E-03,9.25E-01
2.20E-03,9.25E-01
2.20E-03,9.25E-01
2.21E-03,9.25E-01
2.21E-03,9.25E-01
2.21E-03,9.25E-01
2.21E-03,9.25E-01
2.22E-03,9.25E-01
2.22E-03,9.65E-01
2.22E-03,9.25E-01
2.22E-03,9.65E-01
2.23E-03,9.65E-01
2.23E-03,9.25E-01
2.23E-03,9.65E-01
2.23E-03,9.65E-01
2.24E-03,9.65E-01
2.24E-03,9.65E-01
2.24E-03,9.65E-01
2.24E-03,9.65E-01
2.25E-03,9.65E-01
